# Subsample from the 1982 Highschool and Beyond (HS & B) Survey.
# Raudenbush & Bryk (2002). Hierarchical linear models. Chap. 4.
#
# sector: 0 public high school, 1 Catholic high school
#
"school" "student" "cons" "minority" "female" "ses" "meanses" "cses" "mathach" "size" "sector" "pracad" "disclim" "himinty"
1224 1 1 0 1 -1.527999997138977 -.42800000309944153 -1.100000023841858 5.875999927520752 842 0 .3499999940395355 1.597000002861023 0
1224 2 1 0 1 -.5879999995231628 -.42800000309944153 -.1599999964237213 19.70800018310547 842 0 .3499999940395355 1.597000002861023 0
1224 3 1 0 0 -.527999997138977 -.42800000309944153 -.09999999403953552 20.349000930786133 842 0 .3499999940395355 1.597000002861023 0
1224 4 1 0 0 -.6679999828338623 -.42800000309944153 -.23999997973442078 8.781000137329102 842 0 .3499999940395355 1.597000002861023 0
1224 5 1 0 0 -.15800000727176666 -.42800000309944153 .26999998092651367 17.898000717163086 842 0 .3499999940395355 1.597000002861023 0
1224 6 1 0 0 .02199999988079071 -.42800000309944153 .44999998807907104 4.583000183105469 842 0 .3499999940395355 1.597000002861023 0
1224 7 1 0 1 -.6179999709129333 -.42800000309944153 -.18999996781349182 -2.8320000171661377 842 0 .3499999940395355 1.597000002861023 0
1224 8 1 0 0 -.9980000257492065 -.42800000309944153 -.5700000524520874 .5230000019073486 842 0 .3499999940395355 1.597000002861023 0
1224 9 1 0 1 -.8880000114440918 -.42800000309944153 -.46000000834465027 1.5269999504089355 842 0 .3499999940395355 1.597000002861023 0
1224 10 1 0 0 -.4580000042915344 -.42800000309944153 -.030000001192092896 21.520999908447266 842 0 .3499999940395355 1.597000002861023 0
1224 11 1 0 1 -1.4479999542236328 -.42800000309944153 -1.0199999809265137 9.475000381469727 842 0 .3499999940395355 1.597000002861023 0
1224 12 1 0 1 -.6579999923706055 -.42800000309944153 -.22999998927116394 16.05699920654297 842 0 .3499999940395355 1.597000002861023 0
1224 13 1 0 0 -.46799999475479126 -.42800000309944153 -.03999999165534973 21.17799949645996 842 0 .3499999940395355 1.597000002861023 0
1224 14 1 0 1 -.9879999756813049 -.42800000309944153 -.559999942779541 20.17799949645996 842 0 .3499999940395355 1.597000002861023 0
1224 15 1 0 0 .3319999873638153 -.42800000309944153 .7599999904632568 20.349000930786133 842 0 .3499999940395355 1.597000002861023 0
1224 16 1 0 1 -.6779999732971191 -.42800000309944153 -.2499999701976776 20.507999420166016 842 0 .3499999940395355 1.597000002861023 0
1224 17 1 0 0 -.2980000078678131 -.42800000309944153 .12999999523162842 19.33799934387207 842 0 .3499999940395355 1.597000002861023 0
1224 18 1 1 0 -1.527999997138977 -.42800000309944153 -1.100000023841858 4.144999980926514 842 0 .3499999940395355 1.597000002861023 0
1224 19 1 0 1 .041999999433755875 -.42800000309944153 .4699999988079071 2.927000045776367 842 0 .3499999940395355 1.597000002861023 0
1224 20 1 0 0 -.07800000160932541 -.42800000309944153 .3499999940395355 16.405000686645508 842 0 .3499999940395355 1.597000002861023 0
1224 21 1 0 1 .06199999898672104 -.42800000309944153 .49000000953674316 13.652999877929688 842 0 .3499999940395355 1.597000002861023 0
1224 22 1 0 1 -.12800000607967377 -.42800000309944153 .30000001192092896 6.558000087738037 842 0 .3499999940395355 1.597000002861023 0
1224 23 1 0 1 .47200000286102295 -.42800000309944153 .8999999761581421 9.652999877929688 842 0 .3499999940395355 1.597000002861023 0
1224 24 1 0 0 -.46799999475479126 -.42800000309944153 -.03999999165534973 3.1540000438690186 842 0 .3499999940395355 1.597000002861023 0
1224 25 1 1 1 -1.2480000257492065 -.42800000309944153 -.8200000524520874 4.752999782562256 842 0 .3499999940395355 1.597000002861023 0
1224 26 1 0 0 -.628000020980835 -.42800000309944153 -.20000001788139343 21.72100067138672 842 0 .3499999940395355 1.597000002861023 0
1224 27 1 0 1 .8320000171661377 -.42800000309944153 1.2599999904632568 5.165999889373779 842 0 .3499999940395355 1.597000002861023 0
1224 28 1 0 1 -.5680000185966492 -.42800000309944153 -.14000001549720764 6.39900016784668 842 0 .3499999940395355 1.597000002861023 0
1224 29 1 0 1 -.257999986410141 -.42800000309944153 .17000001668930054 6.821000099182129 842 0 .3499999940395355 1.597000002861023 0
1224 30 1 0 1 -.1379999965429306 -.42800000309944153 .2900000214576721 9.255000114440918 842 0 .3499999940395355 1.597000002861023 0
1224 31 1 0 1 -.4779999852180481 -.42800000309944153 -.04999998211860657 3.744999885559082 842 0 .3499999940395355 1.597000002861023 0
1224 32 1 0 1 -.9480000138282776 -.42800000309944153 -.5199999809265137 .8579999804496765 842 0 .3499999940395355 1.597000002861023 0
1224 33 1 0 1 .28200000524520874 -.42800000309944153 .7100000381469727 11.541999816894531 842 0 .3499999940395355 1.597000002861023 0
1224 34 1 0 1 -.11800000071525574 -.42800000309944153 .3100000023841858 13.255000114440918 842 0 .3499999940395355 1.597000002861023 0
1224 35 1 0 0 -.878000020980835 -.42800000309944153 -.45000001788139343 10.557000160217285 842 0 .3499999940395355 1.597000002861023 0
1224 36 1 0 0 -.9380000233650208 -.42800000309944153 -.5099999904632568 .8679999709129333 842 0 .3499999940395355 1.597000002861023 0
1224 37 1 0 0 -.5479999780654907 -.42800000309944153 -.1199999749660492 8.295999526977539 842 0 .3499999940395355 1.597000002861023 0
1224 38 1 1 0 .1420000046491623 -.42800000309944153 .5699999928474426 -1.687999963760376 842 0 .3499999940395355 1.597000002861023 0
1224 39 1 0 1 .972000002861023 -.42800000309944153 1.399999976158142 2.059000015258789 842 0 .3499999940395355 1.597000002861023 0
1224 40 1 0 0 .3720000088214874 -.42800000309944153 .800000011920929 6.714000225067139 842 0 .3499999940395355 1.597000002861023 0
1224 41 1 1 0 -1.6579999923706055 -.42800000309944153 -1.2300000190734863 .12200000137090683 842 0 .3499999940395355 1.597000002861023 0
1224 42 1 0 1 -1.0679999589920044 -.42800000309944153 -.6399999856948853 2.38100004196167 842 0 .3499999940395355 1.597000002861023 0
1224 43 1 0 1 -.24799999594688416 -.42800000309944153 .18000000715255737 16.336000442504883 842 0 .3499999940395355 1.597000002861023 0
1224 44 1 0 1 -1.3980000019073486 -.42800000309944153 -.9700000286102295 6.133999824523926 842 0 .3499999940395355 1.597000002861023 0
1224 45 1 0 1 .7519999742507935 -.42800000309944153 1.1799999475479126 23.583999633789062 842 0 .3499999940395355 1.597000002861023 0
1224 46 1 0 1 .012000000104308128 -.42800000309944153 .4399999976158142 14.053000450134277 842 0 .3499999940395355 1.597000002861023 0
1224 47 1 0 1 -.4180000126361847 -.42800000309944153 .009999990463256836 2.183000087738037 842 0 .3499999940395355 1.597000002861023 0
1288 1 1 0 1 -.7879999876022339 .12800000607967377 -.9160000085830688 7.85699987411499 1855 0 .27000001072883606 .17399999499320984 0
1288 2 1 1 0 -.328000009059906 .12800000607967377 -.45600003004074097 10.170999526977539 1855 0 .27000001072883606 .17399999499320984 0
1288 3 1 0 0 .47200000286102295 .12800000607967377 .343999981880188 15.699000358581543 1855 0 .27000001072883606 .17399999499320984 0
1288 4 1 0 1 .35199999809265137 .12800000607967377 .2239999920129776 22.91900062561035 1855 0 .27000001072883606 .17399999499320984 0
1288 5 1 1 1 -1.468000054359436 .12800000607967377 -1.596000075340271 10.663999557495117 1855 0 .27000001072883606 .17399999499320984 0
1288 6 1 0 1 .20200000703334808 .12800000607967377 .07400000095367432 13.543000221252441 1855 0 .27000001072883606 .17399999499320984 0
1288 7 1 0 0 -.5180000066757202 .12800000607967377 -.6460000276565552 18.207000732421875 1855 0 .27000001072883606 .17399999499320984 0
1288 8 1 1 0 -.15800000727176666 .12800000607967377 -.28600001335144043 5.552000045776367 1855 0 .27000001072883606 .17399999499320984 0
1288 9 1 0 0 .041999999433755875 .12800000607967377 -.08600001037120819 7.415999889373779 1855 0 .27000001072883606 .17399999499320984 0
1288 10 1 0 0 .6819999814033508 .12800000607967377 .5539999604225159 18.79199981689453 1855 0 .27000001072883606 .17399999499320984 0
1288 11 1 0 0 1.2619999647140503 .12800000607967377 1.1339999437332153 1.5750000476837158 1855 0 .27000001072883606 .17399999499320984 0
1288 12 1 0 1 .15199999511241913 .12800000607967377 .02399998903274536 3.5339999198913574 1855 0 .27000001072883606 .17399999499320984 0
1288 13 1 0 1 -.6779999732971191 .12800000607967377 -.8059999942779541 20.17300033569336 1855 0 .27000001072883606 .17399999499320984 0
1288 14 1 0 1 .3319999873638153 .12800000607967377 .20399998128414154 10.772000312805176 1855 0 .27000001072883606 .17399999499320984 0
1288 15 1 0 1 -.7279999852180481 .12800000607967377 -.8560000061988831 2.61899995803833 1855 0 .27000001072883606 .17399999499320984 0
1288 16 1 0 1 1.2619999647140503 .12800000607967377 1.1339999437332153 21.299999237060547 1855 0 .27000001072883606 .17399999499320984 0
1288 17 1 0 0 .6119999885559082 .12800000607967377 .48399996757507324 19.527000427246094 1855 0 .27000001072883606 .17399999499320984 0
1288 18 1 0 1 .6919999718666077 .12800000607967377 .5639999508857727 18.402000427246094 1855 0 .27000001072883606 .17399999499320984 0
1288 19 1 0 1 1.0820000171661377 .12800000607967377 .9539999961853027 20.690000534057617 1855 0 .27000001072883606 .17399999499320984 0
1288 20 1 0 0 .22200000286102295 .12800000607967377 .09399999678134918 21.437000274658203 1855 0 .27000001072883606 .17399999499320984 0
1288 21 1 0 0 .03200000151991844 .12800000607967377 -.09600000083446503 7.519000053405762 1855 0 .27000001072883606 .17399999499320984 0
1288 22 1 0 0 -.11800000071525574 .12800000607967377 -.2460000067949295 18.39699935913086 1855 0 .27000001072883606 .17399999499320984 0
1288 23 1 0 0 -.4880000054836273 .12800000607967377 -.6159999966621399 4.617000102996826 1855 0 .27000001072883606 .17399999499320984 0
1288 24 1 0 0 .32199999690055847 .12800000607967377 .1939999908208847 23.577999114990234 1855 0 .27000001072883606 .17399999499320984 0
1288 25 1 0 0 .5920000076293945 .12800000607967377 .46399998664855957 12.8100004196167 1855 0 .27000001072883606 .17399999499320984 0
1296 1 1 1 1 -.14800000190734863 -.41999998688697815 .2719999849796295 12.668000221252441 1719 0 .3199999928474426 -.13699999451637268 1
1296 2 1 1 0 -.8579999804496765 -.41999998688697815 -.43799999356269836 .781000018119812 1719 0 .3199999928474426 -.13699999451637268 1
1296 3 1 1 1 -1.5679999589920044 -.41999998688697815 -1.1480000019073486 4.9679999351501465 1719 0 .3199999928474426 -.13699999451637268 1
1296 4 1 1 0 -.8980000019073486 -.41999998688697815 -.4780000150203705 23.172000885009766 1719 0 .3199999928474426 -.13699999451637268 1
1296 5 1 1 1 -.2879999876022339 -.41999998688697815 .13199999928474426 8.277999877929688 1719 0 .3199999928474426 -.13699999451637268 1
1296 6 1 1 1 -1.0880000591278076 -.41999998688697815 -.6680001020431519 6.24399995803833 1719 0 .3199999928474426 -.13699999451637268 1
1296 7 1 1 1 -1.3880000114440918 -.41999998688697815 -.968000054359436 1.3259999752044678 1719 0 .3199999928474426 -.13699999451637268 1
1296 8 1 1 0 -1.1480000019073486 -.41999998688697815 -.7280000448226929 2.3589999675750732 1719 0 .3199999928474426 -.13699999451637268 1
1296 9 1 1 1 -.5580000281333923 -.41999998688697815 -.13800004124641418 6.756999969482422 1719 0 .3199999928474426 -.13699999451637268 1
1296 10 1 1 1 -.6980000138282776 -.41999998688697815 -.27800002694129944 6.250999927520752 1719 0 .3199999928474426 -.13699999451637268 1
1296 11 1 1 1 .1420000046491623 -.41999998688697815 .5619999766349792 3.4040000438690186 1719 0 .3199999928474426 -.13699999451637268 1
1296 12 1 1 0 .5220000147819519 -.41999998688697815 .9420000314712524 22.201000213623047 1719 0 .3199999928474426 -.13699999451637268 1
1296 13 1 1 0 .7319999933242798 -.41999998688697815 1.1519999504089355 -1.3530000448226929 1719 0 .3199999928474426 -.13699999451637268 1
1296 14 1 1 1 -.24799999594688416 -.41999998688697815 .171999990940094 -.014000000432133675 1719 0 .3199999928474426 -.13699999451637268 1
1296 15 1 1 1 .32199999690055847 -.41999998688697815 .7419999837875366 5.216000080108643 1719 0 .3199999928474426 -.13699999451637268 1
